movieID,actorID,actorName,ranking
74,mary_stuart_masterson,Mary Stuart Masterson,2
74,pamela_segall,Pamela Segall,3
74,josh_brolin,Josh Brolin,4
74,ally_walker,Ally Walker,5
74,debra_monk,Debra Monk,6
74,mary_alice,Mary Alice,7
74,kenneth_cranham,Kenneth Cranham,8
74,sa_griffin,S.A. Griffin,9
74,rm_haley,R.M. Haley,10
75,rick_moranis,Rick Moranis,1
75,tom_arnold,Tom Arnold,2
75,julianne_phillips,Julianne Phillips,3
75,carol_kane,Carol Kane,4
75,jeffrey_tambor,Jeffrey Tambor,5
75,curtis_armstrong,Curtis Armstrong,6
75,don_knotts,Don Knotts,7
75,stuart_pankin,Stuart Pankin,8
75,tony_pierce,Tony Pierce,9
75,faith_prince,Faith Prince,10
76,bruce_boa,Bruce Boa,1
76,jason_cavalier,Jason Cavalier,2
76,roy_dupuis,Roy Dupuis,3
76,liliana_komorowska,Liliana Komorowska,4
76,andrew_lauer,Andrew Lauer,5
76,henry_ramer,Henry Ramer,6
76,jennifer_rubin,Jennifer Rubin,7
76,peter_weller,Peter Weller,8
76,ron_white,Ron White,9
76,tom_berry,Tom Berry,10
77,andy_warhol,Andy Warhol,1
77,billy-name,Billy Name,2
77,jackson_browne,Jackson Browne,3
77,john_cale,John Cale,4
77,jonas_mekas,Jonas Mekas,5
77,lou_reed,Lou Reed,6
77,nico,Nico,7
77,paul_morrissey,Paul Morrissey,8
77,sterling-morrison,Sterling Morrison,9
77,viva,Viva,10
82,willeke_van_ammelrooy,Willeke van Ammelrooy,1
82,els_dottermans,Els Dottermans,2
82,jan_decleir,Jan Decleir,3
82,marina-de-graaf,Marina De Graaf,4
82,mil-seghers,Mil Seghers,5
82,jan_steen,Jan Steen,6
82,reinout_bussemaker,Reinout Bussemaker,7
82,hans_kesting,Hans Kesting,8
82,michael-pas,Michaël Pas,9
82,lineke_rijxman,Lineke Rijxman,10
85,mark_rylance,Mark Rylance,1
85,kristin_scott_thomas,Kristin Scott Thomas,2
85,patsy_kensit,Patsy Kensit,3
85,jeremy_kemp,Jeremy Kemp,4
85,douglas_henshall,Douglas Henshall,5
85,annette_badland,Annette Badland,6
85,anna_massey,Anna Massey,7
85,stephanie_ann_smith,Stephanie Ann Smith,8
85,john_walter_white,John Walter White,9
85,john-jenkins,John Jenkins,10
86,jeff_bridges,Jeff Bridges,1
86,caroline_goodall,Caroline Goodall,2
86,john_savage,John Savage,3
86,scott_wolf,Scott Wolf,4
86,jeremy_sisto,Jeremy Sisto,5
86,ryan_phillippe,Ryan Phillippe,6
86,becky_ann_baker,Becky Ann Baker,7
86,balthazar_getty,Balthazar Getty,8
86,zeljko_ivanek,Zeljko Ivanek,9
86,jason_marsden,Jason Marsden,10
87,jason_alexander,Jason Alexander,1
87,faye_dunaway,Faye Dunaway,2
87,eric_lloyd,Eric Lloyd,3
87,rupert_everett,Rupert Everett,4
87,graham_sack,Graham Sack,5
87,peewee_herman,Paul Reubens,6
87,jennifer_bassey,Jennifer Bassey,7
87,natalie_core,Natalie Core,8
87,nathan_davis,Nathan Davis,9
87,lois_de_banzie,Lois De Banzie,10
90,jason_patric,Jason Patric,1
90,thandie_newton,Thandie Newton,2
90,larry_drake,Larry Drake,3
90,sam_waterston,Sam Waterston,4
90,nesbitt_blaisdell,Nesbitt Blaisdell,5
90,john_doman,John Doman,6
90,danny_nelson,Danny Nelson,7
90,collin_wilcox_paxton,Collin Wilcox Paxton,8
90,andrew_stahl,Andrew Stahl,9
90,eric_mabius,Eric Mabius,10
92,julia_roberts,Julia Roberts,1
92,john_malkovich,John Malkovich,2
92,glenn_close,Glenn Close,3
92,george_cole,George Cole,4
92,kathy_staff,Kathy Staff,5
92,michael_gambon,Michael Gambon,6
92,linda_bassett,Linda Bassett,7
92,moya_brady,Moya Brady,8
92,evelyn_doggart,Evelyn Doggart,9
92,bronagh_gallagher,Bronagh Gallagher,10
93,eddie_murphy,Eddie Murphy,1
93,angela_bassett,Angela Bassett,2
93,allen_payne,Allen Payne,3
93,kadeem_hardison,Kadeem Hardison,4
93,john_witherspoon,John Witherspoon,5
93,zakes_mokae,Zakes Mokae,6
93,joanna_cassidy,Joanna Cassidy,7
93,ray_combs,Ray Combs,8
93,nick_corri,Nick Corri,9
93,joe_costanza,Joe Costanza,10
95,john_travolta,John Travolta,1
95,christian_slater,Christian Slater,2
95,samantha_mathis,Samantha Mathis,3
95,delroy_lindo,Delroy Lindo,4
95,bob_gunton,Bob Gunton,5
95,frank_whaley,Frank Whaley,6
95,carmen_argenziano,Carmen Argenziano,7
95,vondie_curtishall,Vondie Curtis-Hall,8
95,howie_long,Howie Long,9
95,1052894-jim_palmer,Jim Palmer,10
96,michael_maloney,Michael Maloney,1
96,richard_briers,Richard Briers,2
96,mark_hadfield,Mark Hadfield,3
96,nicholas_farrell,Nicholas Farrell,4
96,gerard-horan,Gerard Horan,5
96,john_sessions,John Sessions,6
96,allie_byrne,Allie Byrne,7
96,hetta_charnley,Hetta Charnley,8
96,joan_collins,Joan Collins,9
96,robert_hines,Robert Hines,10
97,vincent_cassel,Vincent Cassel,1
97,hubert-kounde,Hubert Kounde,2
97,said_taghmaoui,Said Taghmaoui,3
97,francois_levantal,François Levantal,4
97,edouard-montoute,Edouard Montoute,5
97,karim-belkhadra,Karim Belkhadra,6
97,marc_duret,Marc Duret,7
97,mathieu_kassovitz,Mathieu Kassovitz,8
97,vincent_lindon,Vincent Lindon,9
97,benoit_magimel,Benoît Magimel,10
100,al_pacino,Al Pacino,1
100,john_cusack,John Cusack,2
100,bridget_fonda,Bridget Fonda,3
100,danny_aiello,Danny Aiello,4
100,martin_landau,Martin Landau,5
100,anthony_franciosa,Anthony Franciosa,6
100,david_paymer,David Paymer,7
100,stanley_anderson,Stanley Anderson,8
100,ray-aranha,Ray Aranha,9
100,steve_aronson,Steve Aronson,10
102,ellen_degeneres,Ellen DeGeneres,1
102,bill_pullman,Bill Pullman,2
102,joan_cusack,Joan Cusack,3
102,dean_stockwell,Dean Stockwell,4
102,joan_plowright,Joan Plowright,5
102,john_livingston,John Livingston,6
102,wayne_alexander,Wayne Alexander,7
102,louie_anderson,Louie Anderson,8
102,christine_cattall,Christine Cattall,9
102,ellen_cleghorne,Ellen Cleghorne,10
103,ray_liotta,Ray Liotta,1
103,linda_fiorentino,Linda Fiorentino,2
103,peter_coyote,Peter Coyote,3
103,christopher_mcdonald,Christopher McDonald,4
103,kim_cattrall,Kim Cattrall,5
103,kim_coates,Kim Coates,6
103,duncan-fraser,Duncan Fraser,7
103,suzy-joachim,Suzy Joachim,8
103,david_paymer,David Paymer,9
103,garwin_sanford,Garwin Sanford,10
104,adam_sandler,Adam Sandler,1
104,christopher_mcdonald,Christopher McDonald,2
104,julie_bowen,Julie Bowen,3
104,frances_bay,Frances Bay,4
104,carl_weathers,Carl Weathers,5
104,allen_covert,Allen Covert,6
104,bob_barker,Bob Barker,7
104,ken_camroux,Ken Camroux,8
104,stephen_dimopoulos,Stephen Dimopoulos,9
104,joe_flaherty,Joe Flaherty,10
110,mel_gibson,Mel Gibson,1
110,sophie_marceau,Sophie Marceau,2
110,patrick_mcgoohan,Patrick McGoohan,3
110,catherine_mccormack,Catherine McCormack,4
110,brendan_gleeson,Brendan Gleeson,5
110,ian_bannen,Ian Bannen,6
110,alun_armstrong,Alun Armstrong,7
110,1002220-michael_byrne,Michael Byrne,8
110,liam_carney,Liam Carney,9
110,martin_dempsey,Martin Dempsey,10
111,robert_de_niro,Robert De Niro,1
111,cybill_shepherd,Cybill Shepherd,2
111,1001740-peter_boyle,Peter Boyle,3
111,albert_brooks,Albert Brooks,4
111,harvey_keitel,Harvey Keitel,5
111,jodie_foster,Jodie Foster,6
111,murray_moston,Murray Moston,7
111,richard_higgs,Richard Higgs,8
111,leonard_harris,Leonard Harris,9
111,steven_prince,Steven Prince,10
112,jackie_chan,Jackie Chan,1
112,anita_mui,Anita Mui,2
112,bill_tung,Bill Tung,3
112,francoise_yip,Francoise Yip,4
112,marc_akerstream,Marc Akerstream,5
112,morgan_lam,Morgan Lam,6
112,hua_yueh,Hua Yueh,7
112,garvin_cross,Garvin Cross,8
112,kris_lord,Kris Lord,9
112,carrie-cain-sparks,Carrie Cain-Sparks,10
113,meryl_streep,Meryl Streep,1
113,liam_neeson,Liam Neeson,2
113,edward_furlong,Edward Furlong,3
113,julia-weldon,Julia Weldon,4
113,alfred_molina,Alfred Molina,5
113,john_heard,John Heard,6
113,daniel_von_bargen,Daniel von Bargen,7
113,wesley_addy,Wesley Addy,8
113,pamela_blair,Pamela Blair,9
113,kaiulani-lee,Kaiulani Lee,10
114,helena-bonham-carter,Helena Bonham Carter,1
114,clive_russell,Clive Russell,2
114,craig-olejnik,Craig Olejnik,3
114,kate_nelligan,Kate Nelligan,4
114,kenneth_welsh,Kenneth Welsh,5
114,peter_boretski,Peter Boretski,6
114,norma_dellagnese,Norma Dell'Agnese,7
114,sean_hewitt_ii,Sean Hewitt (II),8
114,peter_maclean,Peter MacLean,9
114,peter_marinker,Peter Marinker,10
116,glenn_close,Glenn Close,1
116,ashley_johnson,Ashley Johnson,2
116,kenneth_branagh,Kenneth Branagh,3
116,anne_frank,Anne Frank,4
116,miep_gies,Miep Gies,5
118,sarah_jessica_parker,Sarah Jessica Parker,1
118,eric_schaeffer,Eric Schaeffer,2
118,ben_stiller,Ben Stiller,3
118,elle_macpherson,Elle Macpherson,4
118,james_rebhorn,James Rebhorn,5
118,robert_john_burke,Robert John Burke,6
118,dominic_chianese,Dominic Chianese,7
118,paul_greco,Paul Greco,8
118,bill_sage,Bill Sage,9
118,david_thornton,David Thornton,10
119,andy_garcia,Andy Garcia,1
119,alan_arkin,Alan Arkin,2
119,rachel_ticotin,Rachel Ticotin,3
119,joe_pantoliano,Joe Pantoliano,4
119,ally_walker,Ally Walker,5
119,david_ogden_stiers,David Ogden Stiers,6
119,fred_asparagus,Fred Asparagus,7
119,richard_bradford,Richard Bradford,8
119,drucilla_a_carlson,Drucilla A. Carlson,9
119,candice_daly,Candice Daly,10
120,halle_berry,Halle Berry,1
120,james_belushi,James Belushi,2
120,casey_affleck,Casey Affleck,3
120,eliza_dushku,Eliza Dushku,4
120,kevin_tighe,Kevin Tighe,5
120,anthony_ruivivar,Anthony Ruivivar,6
120,dante_basco,Dante Basco,7
120,bill_hunter,Bill Hunter,8
120,steve_zahn,Steve Zahn,9
121,henry_czerny,Henry Czerny,1
121,johnny_morina,Johnny Morina,2
121,brian_dodd,Brian Dodd,3
121,lise_roy,Lise Roy,4
121,sebastian_spence,Sebastian Spence,5
121,brian_dooley,Brian Dooley,6
121,david_hewlett,David Hewlett,7
121,timothy_webber,Timothy Webber,8
121,sam_grana,Sam Grana,9
121,mary_walsh,Mary Walsh,10
124,jane_alexander,Jane Alexander,1
124,antonella-attili,Antonella Attili,2
124,leo_gullotta,Leo Gullotta,3
124,clelia_rondinella,Clelia Rondinella,4
124,franco_scaldati,Franco Scaldati,5
124,tony_sperandeo,Tony Sperandeo,6
124,leopoldo_trieste,Leopoldo Trieste,7
124,nicola_di_pinto,Nicola Di Pinto,8
124,sergio_castellitto,Sergio Castellitto,9
124,luigi-maria-burruano,Luigi Maria Burruano,10
131,anne_parillaud,Anne Parillaud,1
131,matt_dillon,Matt Dillon,2
131,gabriel_byrne,Gabriel Byrne,3
131,corban_walker,Corban Walker,4
131,rudi_davies,Rudi Davies,5
131,alan_pentony,Alan Pentony,6
131,sage_allen,Sage Allen,7
131,christopher_casson,Christopher Casson,8
131,martin_dunne,Martin Dunne,9
131,aidan_grenell,Aidan Grenell,10
137,robin_williams,Robin Williams,1
137,laura_linney,Laura Linney,2
137,christopher_walken,Christopher Walken,3
137,lewis_black,Lewis Black,4
137,jeff_goldblum,Jeff Goldblum,5
137,1034395-rick_roberts,Rick Roberts,6
137,david_alpay,David Alpay,7
137,karen_hines,Karen Hines,8
137,linda_kash,Linda Kash,9
137,sasha_roiz,Sasha Roiz,10
139,jeanclaude_van_damme,Jean-Claude Van Damme,1
139,lance_henriksen,Lance Henriksen,2
139,arnold_vosloo,Arnold Vosloo,3
139,yancy_butler,Yancy Butler,4
139,kasi_lemmons,Kasi Lemmons,5
139,wilford_brimley,Wilford Brimley,6
139,bob_apisa,Bob Apisa,7
139,chuck_pfarrer,Chuck Pfarrer,8
139,michael_d_leinert,Michael D. Leinert,9
139,willie_c_carpenter,Willie C. Carpenter,10
141,robin_williams,Robin Williams,1
141,gene_hackman,Gene Hackman,2
141,nathan_lane,Nathan Lane,3
141,dianne_wiest,Dianne Wiest,4
141,hank_azaria,Hank Azaria,5
141,dan_futterman,Dan Futterman,6
141,calista_flockhart,Calista Flockhart,7
141,christine_baranski,Christine Baranski,8
141,luis_camacho,Luis Camacho,9
141,ann_cusack,Ann Cusack,10
145,martin_lawrence,Martin Lawrence,1
145,will_smith,Will Smith,2
145,tea_leoni,Téa Leoni,3
145,tcheky_karyo,Tchéky Karyo,4
145,theresa_randle,Theresa Randle,5
145,marg_helgenberger,Marg Helgenberger,6
145,joe_pantoliano,Joe Pantoliano,7
145,ed_amatrudo,Ed Amatrudo,8
145,sam_ayers,Sam Ayers,9
145,tony_bolano,Tony Bolano,10
146,stephen_lang,Stephen Lang,1
146,ryan_slater,Ryan Slater,2
146,fei_lung_huang,Fei Lung Huang,3
146,yi-ding,Yi Ding (II),4
146,wang_fei,Wang Fei,5
148,alan_rickman,Alan Rickman,1
148,hugh_grant,Hugh Grant,2
148,georgina_cates,Georgina Cates,3
148,alun_armstrong,Alun Armstrong,4
148,peter_firth,Peter Firth,5
148,prunella_scales,Prunella Scales,6
148,agnes_bernelle,Agnes Bernelle,7
148,alan-cox,Alan Cox,8
148,carol_drinkwater,Carol Drinkwater,9
148,john_drummond,John Drummond,10
150,tom_hanks,Tom Hanks,1
150,bill_paxton,Bill Paxton,2
150,kevin_bacon,Kevin Bacon,3
150,gary_sinise,Gary Sinise,4
150,ed_harris,Ed Harris,5
150,kathleen_quinlan,Kathleen Quinlan,6
150,david_andrews,David Andrews,7
150,xander_berkeley,Xander Berkeley,8
150,geoffrey_blake,Geoffrey Blake,9
150,frank_cavestani,Frank Cavestani,10
155,patricia_arquette,Patricia Arquette,1
155,frances_mcdormand,Frances McDormand,2
155,spalding_gray,Spalding Gray,3
155,victor-slezak,Victor Slezak,4
155,adelle_lutz,Adelle Lutz,5
