id,title,year,criticsRating,pictureURL
5272,L'emploi du temps,2001,8.0,http://content8.flixster.com/movie/29/81/39/2981398_det.jpg
5051,Italiensk for begyndere,2000,7.2,http://content6.flixster.com/movie/10/88/93/10889388_det.jpg
4572,Black Rain,1989,5.4,http://content7.flixster.com/movie/20/77/72/2077725_det.jpg
6201,Lady Jane,1986,5.4,http://content7.flixster.com/movie/10/86/75/10867517_det.jpg
55276,Michael Clayton,2007,7.6,http://content8.flixster.com/movie/99/32/72/9932722_det.jpg
1459,Absolute Power,1997,5.5,http://content7.flixster.com/movie/55/34/87/5534877_det.jpg
2194,The Untouchables,1987,7.2,http://content8.flixster.com/movie/27/92/279214_det.jpg
4066,I'm Gonna Git You Sucka,1988,5.7,http://content8.flixster.com/movie/27/21/272122_det.jpg
60074,Hancock,2008,5.4,http://content8.flixster.com/movie/10/78/35/10783530_det.jpg
308,Trzy kolory: Bialy,1994,7.5,http://content8.flixster.com/movie/10/87/62/10876274_det.jpg
3717,Gone in Sixty Seconds,2000,4.4,http://content8.flixster.com/movie/10/86/23/10862358_det.jpg
7404,Miracle at St. Anna,2008,5.2,http://content7.flixster.com/movie/10/91/95/10919533_det.jpg
5362,White Fang 2: Myth of the White Wolf,1994,6.4,http://content8.flixster.com/movie/11/13/55/11135570_det.jpg
31083,Man Trouble,1992,3.7,http://content8.flixster.com/movie/26/58/265818_det.jpg
6857,Jûbê ninpûchô,1993,8.3,http://content7.flixster.com/movie/10/86/72/10867205_det.jpg
2310,The Mighty Ducks,1992,3.8,http://content7.flixster.com/movie/25/87/258701_det.jpg
4162,See Spot Run,2001,3.7,http://content9.flixster.com/movie/25/92/259291_det.jpg
2181,Marnie,1964,6.8,http://content6.flixster.com/movie/25/65/256512_det.jpg
444,Even Cowgirls Get the Blues,1993,3.2,http://content7.flixster.com/movie/10/85/48/10854861_det.jpg
37384,Waiting...,2005,4.2,http://content7.flixster.com/movie/10/86/90/10869037_det.jpg
5299,My Big Fat Greek Wedding,2002,6.7,http://content8.flixster.com/movie/55/35/49/5535498_det.jpg
26052,Pickpocket,1959,9.3,http://content9.flixster.com/movie/11/14/29/11142955_det.jpg
46855,L'armée des ombres,1969,8.6,http://content6.flixster.com/movie/52/66/92/5266928_det.jpg
4943,At the Earth's Core,1976,4.4,http://content8.flixster.com/movie/26/43/264306_det.jpg
1292,Being There,1979,8.4,http://content6.flixster.com/movie/25/44/254496_det.jpg
6386,Nevada Smith,1966,6.5,http://content8.flixster.com/movie/25/94/259498_det.jpg
277,Miracle on 34th Street,1947,8.0,http://content7.flixster.com/movie/29/05/290513_det.jpg
262,A Little Princess,1995,8.4,http://content6.flixster.com/movie/29/07/290716_det.jpg
25904,Ministry of Fear,1944,7.2,http://content7.flixster.com/movie/10/16/45/10164529_det.jpg
2878,Hell Night,1981,4.5,http://content9.flixster.com/movie/27/07/270799_det.jpg
40337,Ha-Ushpizin,2004,7.4,http://content9.flixster.com/movie/25/03/250327_det.jpg
6508,The Bank Job,2008,6.7,http://content7.flixster.com/movie/10/88/80/10888073_det.jpg
531,The Secret Garden,1993,8.1,http://content9.flixster.com/movie/11/15/28/11152871_det.jpg
6546,Km. 0,2000,5.6,http://content8.flixster.com/movie/27/25/272522_det.jpg
74,Bed of Roses,1996,5.3,http://content9.flixster.com/movie/25/92/259203_det.jpg
26425,The In-Laws,2003,4.9,http://content7.flixster.com/movie/26/40/264009_det.jpg
2963,Joe the King,1999,6.0,http://content7.flixster.com/movie/27/87/278717_det.jpg
4300,Bread and Roses,2000,6.1,http://content9.flixster.com/movie/74/96/53/7496539_det.jpg
5113,Caccia alla volpe,1966,5.4,http://content9.flixster.com/movie/28/68/286891_det.jpg
8701,Dr. Jekyll and Ms. Hyde,1995,2.5,http://content8.flixster.com/movie/98/67/66/9867662_det.jpg
6057,Biker Boyz,2003,4.2,http://content7.flixster.com/movie/26/30/263017_det.jpg
4973,Le fabuleux destin d'Amélie Poulain,2001,7.9,http://content7.flixster.com/movie/10/93/39/10933997_det.jpg
2188,54,1998,4.1,http://content6.flixster.com/movie/27/08/270804_det.jpg
7959,Road Trip,2000,5.9,http://content6.flixster.com/movie/55/32/86/5532868_det.jpg
5011,Charlotte Gray,2001,4.7,http://content8.flixster.com/movie/26/30/263010_det.jpg
921,My Favorite Year,1982,7.8,http://content7.flixster.com/movie/10/92/21/10922157_det.jpg
6487,The Heart of Me,2002,5.5,http://content9.flixster.com/movie/27/41/274123_det.jpg
63617,Christmas on Mars,2008,5.5,http://content6.flixster.com/movie/10/88/98/10889800_det.jpg
5494,La terra trema: Episodio del mare,1948,8.5,http://content7.flixster.com/movie/10/89/58/10895853_det.jpg
5061,Mrs. Soffel,1984,5.6,http://content8.flixster.com/movie/26/41/264102_det.jpg
32333,Mávahlátur,2001,6.7,http://content8.flixster.com/movie/30/13/301318_det.jpg
3761,Bound by Honor,1993,5.4,http://content9.flixster.com/movie/10/89/03/10890315_det.jpg
6774,Videodrome,1983,7.1,http://content6.flixster.com/movie/10/04/07/10040772_det.jpg
5131,How to Kill Your Neighbor's Dog,2000,6.0,http://content9.flixster.com/movie/11/12/32/11123279_det.jpg
2357,Central do Brasil,1998,7.9,http://content9.flixster.com/movie/10/87/55/10875583_det.jpg
4487,Cocktail,1988,3.7,http://content9.flixster.com/movie/26/88/268891_det.jpg
1958,Terms of Endearment,1983,7.4,http://content6.flixster.com/movie/26/77/267716_det.jpg
26394,The Turning Point,1977,5.9,http://content9.flixster.com/movie/10/94/73/10947387_det.jpg
26271,Lady Sings the Blues,1972,6.7,http://content6.flixster.com/movie/10/87/22/10872232_det.jpg
8632,Secret Society,2000,5.1,http://content8.flixster.com/movie/10/92/05/10920526_det.jpg
1415,Les voleurs,1996,7.0,http://content7.flixster.com/movie/10/19/65/10196545_det.jpg
1673,Boogie Nights,1997,8.1,http://content9.flixster.com/movie/10/93/70/10937063_det.jpg
53129,Mr. Brooks,2007,5.7,http://content6.flixster.com/movie/62/49/06/6249064_det.jpg
7395,Cheaper by the Dozen,2003,4.6,http://content8.flixster.com/movie/10/92/26/10922674_det.jpg
2135,Doctor Dolittle,1998,5.2,http://content6.flixster.com/movie/11/15/12/11151232_det.jpg
9,Sudden Death,1995,5.2,http://content8.flixster.com/movie/27/91/279122_det.jpg
26134,Dracula: Prince of Darkness,1966,6.3,http://content6.flixster.com/movie/46/24/12/4624124_det.jpg
4533,The Return of the Living Dead,1985,7.0,http://content6.flixster.com/movie/26/87/268716_det.jpg
4553,They Live,1988,7.0,http://content8.flixster.com/movie/28/06/280698_det.jpg
61646,Azuloscurocasinegro,2006,6.4,http://content7.flixster.com/movie/48/61/58/4861581_det.jpg
7197,Ransom,1996,6.4,http://content9.flixster.com/movie/10/91/77/10917783_det.jpg
7010,L'amant,1992,4.8,http://content9.flixster.com/movie/26/76/267607_det.jpg
25929,Nightmare Alley,1947,7.8,http://content7.flixster.com/movie/29/10/291013_det.jpg
3838,Phantasm III: Lord of the Dead,1994,4.5,http://content9.flixster.com/movie/25/74/77/2574775_det.jpg
3676,Eraserhead,1976,7.9,http://content6.flixster.com/movie/28/60/286000_det.jpg
27803,Mar adentro,2004,7.6,http://content7.flixster.com/movie/62/05/50/6205505_det.jpg
5353,Butterflies Are Free,1972,6.1,http://content8.flixster.com/movie/26/17/261710_det.jpg
1601,Hoodlum,1997,5.5,http://content9.flixster.com/movie/27/53/275303_det.jpg
26663,Monsieur Hire,1989,8.0,http://content6.flixster.com/movie/10/86/38/10863892_det.jpg
2632,Rekopis znaleziony w Saragossie,1965,7.3,http://content7.flixster.com/movie/29/89/298913_det.jpg
8584,Leave Her to Heaven,1945,8.4,http://content9.flixster.com/movie/10/87/86/10878603_det.jpg
64280,Britannia Hospital,1982,6.8,http://content6.flixster.com/movie/10/88/30/10883016_det.jpg
47778,Quinceañera,2006,7.1,http://content9.flixster.com/movie/20/06/60/2006603_det.jpg
2094,The Rocketeer,1991,5.8,http://content8.flixster.com/movie/25/59/255906_det.jpg
32387,Dai-bosatsu tôge,1966,6.9,http://content6.flixster.com/movie/10/92/11/10921144_det.jpg
6082,The Grey Fox,1982,7.1,http://content7.flixster.com/movie/10/85/27/10852757_det.jpg
38095,Dalkomhan insaeng,2005,8.1,http://content9.flixster.com/movie/10/87/69/10876915_det.jpg
4221,Necessary Roughness,1991,4.6,http://content9.flixster.com/movie/25/73/257391_det.jpg
6456,Que la bête meure,1969,7.9,http://content9.flixster.com/movie/10/88/30/10883087_det.jpg
55110,December Boys,2007,5.0,http://content8.flixster.com/movie/95/16/76/9516766_det.jpg
6708,Matchstick Men,2003,7.1,http://content7.flixster.com/movie/46/71/43/4671437_det.jpg
263,Ladybird Ladybird,1994,7.2,http://content9.flixster.com/movie/92/74/35/9274359_det.jpg
4631,Old Gringo,1989,5.1,http://content6.flixster.com/movie/27/68/276800_det.jpg
5943,Maid in Manhattan,2002,5.1,http://content9.flixster.com/movie/10/87/06/10870643_det.jpg
26280,Traffic,2000,8.0,http://content9.flixster.com/movie/27/66/276615_det.jpg
1019,20000 Leagues Under the Sea,1954,7.7,http://content6.flixster.com/movie/11/14/17/11141728_det.jpg
56908,Dedication,2007,5.2,http://content6.flixster.com/movie/96/45/04/9645040_det.jpg
2163,Attack of the Killer Tomatoes!,1978,3.9,http://content6.flixster.com/movie/10/92/32/10923244_det.jpg
2587,Waking Life,2001,7.4,http://content6.flixster.com/movie/26/70/267000_det.jpg
4277,The Lost World: Jurassic Park,1997,5.6,http://content9.flixster.com/movie/10/84/11/10841191_det.jpg
2131,Höstsonaten,1978,8.0,http://content7.flixster.com/movie/26/49/264925_det.jpg
32598,Fever Pitch,2005,6.2,http://content7.flixster.com/movie/24/97/249737_det.jpg
7115,Profondo rosso,1975,8.0,http://content6.flixster.com/movie/10/89/14/10891472_det.jpg
3775,Make Mine Music,1946,6.3,http://content6.flixster.com/movie/10/87/88/10878876_det.jpg
7916,Gidget,1959,5.6,http://content6.flixster.com/movie/11/15/00/11150028_det.jpg
1834,The Spanish Prisoner,1997,7.4,http://content8.flixster.com/movie/10/91/35/10913514_det.jpg
6328,Dom durakov,2002,5.0,http://content9.flixster.com/movie/27/86/278619_det.jpg
33660,Cinderella Man,2005,7.4,http://content7.flixster.com/movie/24/97/249797_det.jpg
3871,Shane,1953,8.3,http://content6.flixster.com/movie/29/13/291312_det.jpg
361,It Could Happen to You,1994,6.2,http://content9.flixster.com/movie/25/86/258695_det.jpg
5033,The Russia House,1990,6.6,http://content7.flixster.com/movie/27/11/271101_det.jpg
6867,The Station Agent,2003,8.0,http://content7.flixster.com/movie/26/76/267605_det.jpg
2735,The Golden Child,1986,3.9,http://content6.flixster.com/movie/25/60/256000_det.jpg
26547,Ging chat goo si,1985,6.9,http://content8.flixster.com/movie/10/87/13/10871310_det.jpg
904,Rear Window,1954,8.9,http://content6.flixster.com/movie/89/52/98/8952988_det.jpg
5705,Xanadu,1980,4.5,http://content6.flixster.com/movie/10/92/51/10925120_det.jpg
31032,The Last Horror Movie,2003,5.9,http://content8.flixster.com/movie/10/87/75/10877522_det.jpg
8752,The Set-Up,1949,5.9,http://content6.flixster.com/movie/28/52/93/2852932_det.jpg
30898,The Upside of Anger,2005,6.8,http://content6.flixster.com/movie/10/83/85/10838504_det.jpg
7393,The Slugger's Wife,1985,3.3,http://content8.flixster.com/movie/26/68/266814_det.jpg
4538,Salome's Last Dance,1988,5.8,http://content9.flixster.com/movie/86/23/15/8623151_det.jpg
8228,The Maltese Falcon,1941,9.0,http://content9.flixster.com/movie/10/87/69/10876999_det.jpg
276,Milk Money,1994,2.6,http://content7.flixster.com/movie/25/98/259809_det.jpg
2439,Affliction,1997,7.6,http://content6.flixster.com/movie/28/23/282312_det.jpg
4506,Frantic,1988,6.4,http://content9.flixster.com/movie/27/46/274691_det.jpg
39446,Saw II,2005,4.6,http://content8.flixster.com/movie/25/04/250414_det.jpg
57792,Sukkar banat,2007,7.1,http://content8.flixster.com/movie/10/04/22/10042278_det.jpg
27537,Nothing Is Private,2007,5.3,http://content8.flixster.com/movie/10/92/42/10924222_det.jpg
5152,We Were Soldiers,2002,6.4,http://content6.flixster.com/movie/10/92/29/10922992_det.jpg
4692,The Hotel New Hampshire,1984,6.1,http://content9.flixster.com/movie/27/40/274023_det.jpg
5941,Drumline,2002,6.7,http://content6.flixster.com/movie/10/88/87/10888704_det.jpg
4522,Masquerade,1988,5.1,http://content7.flixster.com/movie/10/82/95/10829585_det.jpg
1784,As Good as It Gets,1997,7.2,http://content6.flixster.com/movie/55/35/60/5535608_det.jpg
159,Clockers,1995,6.5,http://content8.flixster.com/movie/10/84/06/10840642_det.jpg
7326,The Reckoning,2003,5.6,http://content8.flixster.com/movie/10/66/09/10660990_det.jpg
3510,Frequency,2000,6.5,http://content7.flixster.com/movie/25/73/257309_det.jpg
2571,The Matrix,1999,7.4,http://content7.flixster.com/movie/16/90/52/1690525_det.jpg
2697,My Son the Fanatic,1997,6.9,http://content7.flixster.com/movie/28/13/281325_det.jpg
2900,Monkey Shines,1988,5.4,http://content8.flixster.com/movie/28/06/280606_det.jpg
8972,National Treasure: Book of Secrets,2007,4.7,http://content7.flixster.com/movie/10/10/43/10104317_det.jpg
4991,Joe Somebody,2001,4.5,http://content7.flixster.com/movie/10/88/79/10887945_det.jpg
1685,"I Love You, I Love You Not",1996,5.4,http://content6.flixster.com/movie/10/89/38/10893844_det.jpg
2256,Parasite,1982,2.2,http://content6.flixster.com/movie/10/86/97/10869728_det.jpg
387,A Low Down Dirty Shame,1994,3.6,http://content7.flixster.com/movie/27/42/274201_det.jpg
1281,The Great Dictator,1940,8.9,http://content8.flixster.com/movie/10/93/78/10937802_det.jpg
55895,The Desperate Hours,1955,7.0,http://content8.flixster.com/movie/29/75/297594_det.jpg
943,The Ghost and Mrs. Muir,1947,8.2,http://content8.flixster.com/movie/10/85/60/10856078_det.jpg
803,Walking and Talking,1996,7.1,http://content9.flixster.com/movie/27/92/279207_det.jpg
7137,The Cooler,2003,6.7,http://content8.flixster.com/movie/27/05/270598_det.jpg
1401,Ghosts of Mississippi,1996,5.8,http://content6.flixster.com/movie/10/88/54/10885484_det.jpg
6568,Camp,2003,6.0,http://content7.flixster.com/movie/10/88/28/10882881_det.jpg
510,Poetic Justice,1993,4.6,http://content7.flixster.com/movie/10/85/49/10854961_det.jpg
6783,La règle du jeu,1939,9.1,http://content8.flixster.com/movie/31/13/311306_det.jpg
5502,Signs,2002,6.8,http://content6.flixster.com/movie/10/89/48/10894808_det.jpg
33585,9 Songs,2004,4.4,http://content7.flixster.com/movie/28/57/285721_det.jpg
6061,Kedma,2002,4.8,http://content8.flixster.com/movie/30/97/309706_det.jpg
7149,Something's Gotta Give,2003,6.5,http://content8.flixster.com/movie/55/35/97/5535970_det.jpg
63853,Australia,2008,5.9,http://content7.flixster.com/movie/10/87/41/10874173_det.jpg
6025,CB4,1993,5.7,http://content6.flixster.com/movie/27/05/270524_det.jpg
33138,Palindromes,2004,5.3,http://content6.flixster.com/movie/29/23/292304_det.jpg
46803,Young Mr. Lincoln,1939,8.5,http://content8.flixster.com/movie/90/15/85/9015854_det.jpg
6311,The Other Side of Heaven,2001,4.6,http://content9.flixster.com/movie/10/88/23/10882343_det.jpg
6993,Hannah and Her Sisters,1986,8.4,http://content9.flixster.com/movie/25/64/256419_det.jpg
6219,The Hunted,2003,4.7,http://content9.flixster.com/movie/11/13/64/11136427_det.jpg
57655,Ira & Abby,2006,6.0,http://content9.flixster.com/movie/98/90/83/9890831_det.jpg
52579,La môme,2007,5.8,http://content9.flixster.com/movie/10/84/43/10844375_det.jpg
2184,The Trouble with Harry,1955,7.4,http://content9.flixster.com/movie/10/91/87/10918787_det.jpg
1177,Enchanted April,1992,7.2,http://content8.flixster.com/movie/10/87/94/10879422_det.jpg
4386,The Truth About Cats & Dogs,1996,6.7,http://content9.flixster.com/movie/10/88/92/10889235_det.jpg
5449,Mr. Deeds,2002,4.0,http://content6.flixster.com/movie/25/97/259704_det.jpg
4658,Santa sangre,1989,6.8,http://content8.flixster.com/movie/32/88/53/3288534_det.jpg
5414,Bad Company,2002,3.9,http://content6.flixster.com/movie/26/66/266604_det.jpg
4467,The Adventures of Baron Munchausen,1988,7.2,http://content8.flixster.com/movie/11/12/29/11122994_det.jpg
4970,Der blaue Engel,1930,8.3,http://content9.flixster.com/movie/29/77/297703_det.jpg
2720,Inspector Gadget,1999,4.0,http://content8.flixster.com/movie/10/87/99/10879942_det.jpg
2830,Bure baruta,1998,7.8,http://content9.flixster.com/movie/14/81/25/1481255_det.jpg
4610,The January Man,1989,3.8,http://content9.flixster.com/movie/27/77/277795_det.jpg
57504,Toki o kakeru shôjo,2006,6.7,http://content8.flixster.com/movie/10/89/80/10898078_det.jpg
974,La battaglia di Algeri,1966,9.0,http://content9.flixster.com/movie/10/94/26/10942603_det.jpg
3823,Wonderland,2003,5.0,http://content7.flixster.com/movie/26/94/269429_det.jpg
5518,Beau-père,1981,6.6,http://content9.flixster.com/movie/10/92/32/10923287_det.jpg
2471,'Crocodile' Dundee II,1988,3.6,http://content8.flixster.com/movie/25/68/256818_det.jpg
48600,One Night with the King,2006,4.3,http://content6.flixster.com/movie/29/07/98/2907980_det.jpg
7102,Dragnet,1987,4.9,http://content7.flixster.com/movie/10/60/75/10607577_det.jpg
8456,Indagine su un cittadino al di sopra di ogni sospetto,1970,7.9,http://content6.flixster.com/movie/53/53/00/5353004_det.jpg
1654,FairyTale: A True Story,1997,6.2,http://content9.flixster.com/movie/10/90/50/10905063_det.jpg
378,Speechless,1994,3.9,http://content9.flixster.com/movie/11/12/48/11124819_det.jpg
2386,Ringmaster,1998,3.0,http://content9.flixster.com/movie/28/53/285323_det.jpg
6009,Hyôryû-gai,2000,5.4,http://content9.flixster.com/movie/10/92/43/10924339_det.jpg
