movieID,directorID,directorName
802,jon_turteltaub,Jon Turteltaub
803,nicole_holofcener,Nicole Holofcener
804,edward_burns,Edward Burns
805,joel_schumacher,Joel Schumacher
807,eric_rohmer,Eric Rohmer
809,kevin_hooks,Kevin Hooks
818,arlene_sanford,Arlene Sanford
823,eric_rohmer,Eric Rohmer
827,manoel_deoliveira,Manoel de Oliveira
828,steve_barron,Steve Barron
829,john_payson,John Payson
830,hugh_wilson,Hugh Wilson
831,nigel_finch,Nigel Finch
835,annette-haywoodcarter,Annette Haywood-Carter
837,danny_devito,Danny DeVito
839,1047199-tim_pope,Tim Pope
849,1040928-john_carpenter,John Carpenter
850,tran_anh_hung,Tran Anh Hung
852,ron_shelton,Ron Shelton
860,377794703,Sönke Wortmann
861,stanley_tong,Stanley Tong
862,lisa_krueger,Lisa Krueger
864,robert_schwentke,Robert Schwentke
867,arthur_hiller,Arthur Hiller
869,robert_altman,Robert Altman
870,christopher_cain,Christopher Cain
872,tsai_mingliang,Tsai Ming-Liang
875,steve_oedekerk,Steve Oedekerk
876,stanley_tong,Stanley Tong
879,peter_hyams,Peter Hyams
880,john_frankenheimer,John Frankenheimer
881,david_m_evans,David M. Evans
882,david_koepp,David Koepp
885,1052316-peter_hewitt,Peter Hewitt
886,1147718-paul_hunter,Paul Hunter
889,michael_mann,Michael Mann
893,1006013-keith_gordon,Keith Gordon
896,andre_techine,Andre Techine
897,sam_wood,Sam Wood
898,george_cukor,George Cukor
899,stanley_donen,Stanley Donen
900,vincente_minnelli,Vincente Minnelli
901,stanley_donen,Stanley Donen
902,blake_edwards,Blake Edwards
904,alfred_hitchcock,Alfred Hitchcock
908,alfred_hitchcock,Alfred Hitchcock
909,billy_wilder,Billy Wilder
910,billy_wilder,Billy Wilder
911,stanley_donen,Stanley Donen
912,michael_curtiz,Michael Curtiz
913,john_huston,John Huston
915,billy_wilder,Billy Wilder
916,william_wyler,William Wyler
917,alfonso_cuaron,Alfonso Cuarón
920,george_cukor,George Cukor
921,richard_benjamin,Richard Benjamin
922,billy_wilder,Billy Wilder
923,orson_welles,Orson Welles
926,joseph_l_mankiewicz,Joseph L. Mankiewicz
927,diane_english,Diane English
928,alfred_hitchcock,Alfred Hitchcock
930,george-tillman-jr,George Tillman Jr.
932,leo_mccarey,Leo McCarey
933,alfred_hitchcock,Alfred Hitchcock
934,charles_shyer,Charles Shyer
935,vincente_minnelli,Vincente Minnelli
936,ernst_lubitsch,Ernst Lubitsch
938,vincente_minnelli,Vincente Minnelli
943,joseph_l_mankiewicz,Joseph L. Mankiewicz
944,frank_capra,Frank Capra
945,mark_sandrich,Mark Sandrich
947,gregory_la_cava,Gregory La Cava
950,ws_van_dyke,W.S. Van Dyke
951,howard_hawks,Howard Hawks
952,frank_coraci,Frank Coraci
953,frank_capra,Frank Capra
959,john_cromwell,John Cromwell
961,john_cromwell,John Cromwell
963,henry_koster,Henry Koster
965,alfred_hitchcock,Alfred Hitchcock
972,1094889-richard_brooks,Richard Brooks (VI)
973,frank_capra,Frank Capra
974,gillo_pontecorvo,Gillo Pontecorvo
981,nicholas_ray,Nicholas Ray
986,carroll_ballard,Carroll Ballard
988,allison_anders,Allison Anders
991,neil_jordan,Neil Jordan
997,robert_m_young,Robert M. Young
999,john_herzfeld,John Herzfeld
1001,donald_petrie,Donald Petrie
1002,1047424-john_walsh,John Walsh
1003,michael_apted,Michael Apted
1004,1041635-john_gray,John Gray
1006,james_foley,James Foley
1013,nancy_meyers,Nancy Meyers
1014,david_swift_ii,David Swift (II)
1015,duwayne_dunham,Duwayne Dunham
1016,brian_robbins,Brian Robbins
1019,richard_fleischer,Richard Fleischer
1029,ben_sharpsteen,Ben Sharpsteen
1031,robert_stevenson,Robert Stevenson
1034,matthew_bright,Matthew Bright
1035,robert_wise,Robert Wise
1037,brett_leonard,Brett Leonard
1039,iara_lee,Iara Lee
1043,michael_pressman,Michael Pressman
1046,hettie_macdonald,Hettie MacDonald
1047,renny_harlin,Renny Harlin
1049,stephen_hopkins,Stephen Hopkins
1051,steve_buscemi,Steve Buscemi
1053,john_mcnaughton,John McNaughton
1054,spike_lee,Spike Lee
1055,vic_armstrong_ii,Vic Armstrong (II)
1056,michael_winterbottom,Michael Winterbottom
1057,woody_allen,Woody Allen
1062,michael_cimino,Michael Cimino
1064,tad_stones,Tad Stones
1066,peter_chelsom,Peter Chelsom
1068,edward_dmytryk,Edward Dmytryk
1069,edward_dmytryk,Edward Dmytryk
1073,mel_stuart,Mel Stuart
1076,jack_clayton,Jack Clayton
1078,woody_allen,Woody Allen
1080,terry_jones,Terry Jones
1081,blake_edwards,Blake Edwards
1082,john_frankenheimer,John Frankenheimer
1084,arthur_penn,Arthur Penn
1086,alfred_hitchcock,Alfred Hitchcock
1091,ted_kotcheff,Ted Kotcheff
1093,oliver_stone,Oliver Stone
1094,neil_jordan,Neil Jordan
1103,nicholas_ray,Nicholas Ray
1104,elia_kazan,Elia Kazan
1107,amy_heckerling,Amy Heckerling
1111,claude_nuridsany,Claude Nuridsany
1114,abel_ferrara,Abel Ferrara
1116,benoit_jacquot,Benoît Jacquot
1124,mark_rydell,Mark Rydell
1126,ate_de_jong,Ate de Jong
1129,1040928-john_carpenter,John Carpenter
1130,joe_dante,Joe Dante
1131,claude_berri,Claude Berri
1132,claude_berri,Claude Berri
1139,sharon_pollack,Sharon Pollack
1140,michael_ray_rhodes,Michael Ray Rhodes
1142,tommy_ohaver,Tommy O'Haver
1150,daniel_vigne,Daniel Vigne
1152,alfred_l_werker,Alfred L. Werker
1162,peter_medak,Peter Medak
1164,jeanluc_godard,Jean-Luc Godard
1167,garry_marshall,Garry Marshall
1168,eric_red,Eric Red
1171,tim_robbins,Tim Robbins
1172,guiseppe_tornatore,Giuseppe Tornatore
1173,peter_greenaway,Peter Greenaway
1174,michel_blanc,Michel Blanc
1177,mike_newell,Mike Newell
1178,stanley_kubrick,Stanley Kubrick
1179,stephen_frears,Stephen Frears
1180,peter_chelsom,Peter Chelsom
1183,anthony_minghella,Anthony Minghella
1191,alek-keshishian,Alek Keshishian
1193,milos_forman,Milos Forman
1196,irvin_kershner,Irvin Kershner
1197,rob_reiner,Rob Reiner
1199,terry_gilliam,Terry Gilliam
1202,bruce_robinson,Bruce Robinson
1207,robert_mulligan,Robert Mulligan
1208,francis_ford_coppola,Francis Ford Coppola
1209,sergio_leone,Sergio Leone
1210,richard_marquand,Richard Marquand
1211,wim_wenders,Wim Wenders
1212,carol_reed,Carol Reed
1213,martin_scorsese,Martin Scorsese
1217,akira_kurosawa,Akira Kurosawa
1219,alfred_hitchcock,Alfred Hitchcock
1221,francis_ford_coppola,Francis Ford Coppola
1224,kenneth_branagh,Kenneth Branagh
1227,sergio_leone,Sergio Leone
1228,martin_scorsese,Martin Scorsese
1231,philip_kaufman,Philip Kaufman
1232,andrei_tarkovsky,Andrei Tarkovsky
1233,wolfgang_petersen,Wolfgang Petersen
1235,hal_ashby,Hal Ashby
1236,bart_freundlich,Bart Freundlich
1238,bill_forsyth,Bill Forsyth
1240,mcg,McG
1242,edward_zwick,Edward Zwick
1247,mike_nichols,Mike Nichols
1250,david_lean,David Lean
1251,federico_fellini,Federico Fellini
1252,roman_polanski,Roman Polanski
1253,robert_wise,Robert Wise
1254,john_huston,John Huston
1257,savage_steve_holland,Savage Steve Holland
1258,stanley_kubrick,Stanley Kubrick
1264,jeanjacques_beineix,Jean-Jacques Beineix
1266,clint_eastwood,Clint Eastwood
1267,john_frankenheimer,John Frankenheimer
1269,frank_capra,Frank Capra
1270,robert_zemeckis,Robert Zemeckis
1271,jon_avnet,Jon Avnet
1275,russell_mulcahy,Russell Mulcahy
1276,stuart_rosenberg,Stuart Rosenberg
1279,jim_jarmusch,Jim Jarmusch
1280,zhang_yimou,Yimou Zhang
1281,charlie_chaplin,Charles Chaplin
1282,james_algar,James Algar
1285,michael_lehmann,Michael Lehmann
1289,godfrey_reggio,Godfrey Reggio
1292,hal_ashby,Hal Ashby
1293,richard_attenborough,Richard Attenborough
1298,1042742-alan_parker,Alan Parker
1299,roland_joffe,Roland Joffé
1300,162659443,Lasse Hallström
1303,john_huston,John Huston
1305,wim_wenders,Wim Wenders
1307,rob_reiner,Rob Reiner
1310,doug_pray,Doug Pray
1312,susan_streitfeld,Susan Streitfeld
1313,larry_bishop,Larry Bishop
1323,richard_fleischer,Richard Fleischer
1326,damiano_damiani,Damiano Damiani
1327,andrew_douglas,Andrew Douglas
1328,tom_berry,Tom Berry
1329,antonio_margheriti,Antonio Margheriti
1334,chuck_russell,Chuck Russell
1336,eric_red,Eric Red
1343,martin_scorsese,Martin Scorsese
1344,martin_scorsese,Martin Scorsese
1345,brian_de_palma,Brian DePalma
1346,paul_schrader,Paul Schrader
1348,fw_murnau,F.W. Murnau
1350,richard_donner,Richard Donner
1351,bob_rafelson,Bob Rafelson
1352,kevin_spacey,Kevin Spacey
1353,barbara_streisand,Barbara Streisand
1354,lars_von_trier,Lars von Trier
1356,jonathan_frakes,Jonathan Frakes
1357,scott_hicks,Scott Hicks
1358,billy_bob_thornton,Billy Bob Thornton
1359,brian_levant,Brian Levant
1366,nicholas_hytner,Nicholas Hytner
1367,clyde_geronimi,Clyde Geronimi
1370,john_mctiernan,John McTiernan
1371,robert_wise,Robert Wise
1375,leonard_nimoy,Leonard Nimoy
1377,tim_burton,Tim Burton
1378,christopher_cain,Christopher Cain
1380,randal_kleiser,Randal Kleiser
1382,dwight_h_little,Dwight H. Little
1383,albert_pyun,Albert Pyun
1385,1022918-andrew_davis,Andrew Davis
1387,steven_spielberg,Steven Spielberg
1388,steven_spielberg,Steven Spielberg
1390,peter_segal,Peter Segal
1391,tim_burton,Tim Burton
1393,cameron_crowe,Cameron Crowe
1395,barry_levinson,Barry Levinson
1397,anjelicahuston,Anjelica Huston
1401,rob_reiner,Rob Reiner
1407,wes_craven,Wes Craven
1410,robert_harling,Robert Harling
1412,bill_whelan,Bill Whelan
1413,dan_ireland,Dan Ireland
1414,roger_michell,Roger Michell
1415,andre_techine,Andre Techine
1417,jane_campion,Jane Campion
1422,dwight_h_little,Dwight H. Little
1425,fred_schepisi,Fred Schepisi
1429,stanley_tong,Stanley Tong
1431,dennis_dugan,Dennis Dugan
1434,1181454-bryan_bertino,Bryan Bertino
1438,roger_donaldson,Roger Donaldson
1440,e_max_frye,E. Max Frye
1441,jeremiah_chechik,Jeremiah Chechik
1447,326391904,Vondie CurtisHall
1449,christopher_guest,Christopher Guest
1453,ken_kwapis,Ken Kwapis
1454,richard_linklater,Richard Linklater
1455,craig_rosenberg,Craig Rosenberg
1456,paul_miller,Paul Miller
1457,andy_tennant,Andy Tennant
1459,clint_eastwood,Clint Eastwood
1460,bob_spiers,Bob Spiers
1461,stephen_kessler,Stephen Kessler
1464,david_lynch,David Lynch
1465,john_singleton,John Singleton
1466,mike_newell,Mike Newell
1468,jeff_pollack,Jeff Pollack
1475,mira_nair,Mira Nair
1477,theodore_witcher,Theodore Witcher
1484,greg_mottola,Greg Mottola
1485,tom_shadyac,Tom Shadyac
1490,robert_townsend,Robert Townsend
1493,emmakate_croghan,Emma-Kate Croghan
1496,clarence_brown,Clarence Brown
1498,pat_oconnor,Pat O'Connor
1501,leslie_greif,Leslie Greif
1503,tom_schulman,Tom Schulman
1507,bruce_beresford,Bruce Beresford
1508,robert_schwentke,Robert Schwentke
1511,nana_dzhordzhadze,Nana Dzhordzhadze
1514,chen_kaige,Chen Kaige
1516,1054857-peter_duncan,Peter Duncan
1522,mo_ogrodnik,Mo Ogrodnik
1527,luc_besson,Luc Besson
1528,philip_goodhew,Philip Goodhew
1529,caroline_link,Caroline Link
1532,rusty_cundieff,Rusty Cundieff
1537,masayuki_suo,Masayuki Suo
1539,kevin_allen,Kevin Allen
1544,steven_spielberg,Steven Spielberg
1546,steven_soderbergh,Steven Soderbergh
1551,caroline_thompson,Caroline Thompson
1552,simon_west,Simon West
1556,jan_de_bont,Jan de Bont
1558,adrienne_shelly,Adrienne Shelly
1561,dana_lustig,Dana Lustig
1563,finn_taylor,Finn Taylor
1564,paul_weiland,Paul Weiland
1566,john_musker,John Musker
1569,pj_hogan,P.J. Hogan
1571,cedric_klapisch,Cédric Klapisch
1572,jeanluc_godard,Jean-Luc Godard
1573,john_woo,John Woo
1574,tarsem,Tarsem Singh
1575,mohsen_makhmalbaf,Mohsen Makhmalbaf
1581,martha_coolidge,Martha Coolidge
1585,shirley_barrett,Shirley Barrett
1588,sam_weisman,Sam Weisman
1589,james_mangold,James Mangold
1590,paul_anderson,Paul W.S. Anderson
1592,charles_martin_smith,Charles Martin Smith
1594,neil_labute,Neil LaBute
1595,sam_pillsbury,Sam Pillsbury
1597,richard_donner,Richard Donner
1598,barbet_schroeder,Barbet Schroeder
1599,herbert_ross,Herbert Ross
1601,bill_duke,Bill Duke
1605,marco_brambilla,Marco Brambilla
1606,john_nicolella,John Nicolella
1608,wolfgang_petersen,Wolfgang Petersen
1610,john_mctiernan,John McTiernan
1614,frank_oz,Frank Oz
1616,mimi_leder,Mimi Leder
1619,jean_jacques_annud,Jean-Jacques Annud
1621,george-tillman-jr,George Tillman Jr.
1622,matthew_harrison,Matthew Harrison
1623,robert_kurtzman,Robert Kurtzman
1625,david_fincher,David Fincher
1626,felix_enriquez_alcala,Félix Enríquez Alcalá
1631,christian_duguay,Christian Duguay
1633,victor_nunez,Victor Nunez
1635,ang_lee,Ang Lee
1636,gavin_wilding,Gavin Wilding
1639,1030366-kevin_smith,Kevin Smith
1640,lionel_c_martin,Lionel C. Martin
1642,nancy_meckler,Nancy Meckler
1645,taylor_hackford,Taylor Hackford
1646,stuart_gillard,Stuart Gillard
1648,mark_waters_viii,Mark Waters (VIII)
1649,errol_morris,Errol Morris
1650,agnieszka_holland,Agnieszka Holland
1651,guy_ferland,Guy Ferland
1653,andrew_niccol,Andrew Niccol
1654,charles_sturridge,Charles Sturridge
1655,joel_schumacher,Joel Schumacher
1656,beeban_kidron,Beeban Kidron
1661,jeb_stuart,Jeb Stuart
1663,ivan_reitman,Ivan Reitman
1666,robert-downey-sr,Robert Downey Sr.
1668,mike_figgis,Mike Figgis
1670,michael_winterbottom,Michael Winterbottom
1671,jonas_pate,Jonas Pate
1672,francis_ford_coppola,Francis Ford Coppola
1673,paul_thomas_anderson,Paul Thomas Anderson
1674,peter_weir,Peter Weir
1675,john_badham,John Badham
1676,paul_verhoeven,Paul Verhoeven
