movieID,genre
348,Comedy
350,Drama
350,Mystery
350,Thriller
352,Comedy
356,Comedy
356,Drama
356,Romance
356,War
358,Drama
361,Comedy
361,Drama
361,Romance
362,Adventure
362,Children
362,Romance
364,Adventure
364,Animation
364,Children
364,Drama
364,Musical
365,Drama
367,Action
367,Comedy
367,Crime
367,Fantasy
370,Action
370,Comedy
375,Drama
377,Action
377,Romance
377,Thriller
378,Comedy
378,Romance
380,Action
380,Adventure
380,Comedy
380,Romance
380,Thriller
384,Action
384,Crime
384,Drama
387,Action
387,Comedy
388,Drama
393,Action
393,Adventure
393,Fantasy
394,Comedy
398,Documentary
407,Horror
407,Thriller
408,Drama
409,Drama
410,Comedy
413,Comedy
415,Comedy
415,Thriller
416,Western
417,Comedy
417,Romance
419,Comedy
423,Action
423,Thriller
425,Drama
425,Romance
427,Drama
427,Mystery
427,Romance
427,Thriller
431,Crime
431,Drama
432,Adventure
432,Comedy
432,Western
433,Comedy
436,Drama
436,Thriller
437,Comedy
438,Action
438,Comedy
438,Drama
441,Comedy
443,Documentary
444,Comedy
444,Romance
447,Comedy
447,Romance
454,Drama
454,Thriller
457,Thriller
460,Comedy
462,Action
462,Adventure
463,Crime
463,Drama
463,Thriller
471,Comedy
471,Drama
471,Fantasy
471,Romance
475,Drama
476,Comedy
476,Drama
477,Drama
477,Musical
478,Comedy
478,Crime
478,Drama
479,Action
479,Crime
479,Thriller
481,Drama
481,Thriller
482,Action
482,Crime
483,Drama
484,Adventure
484,Children
486,Comedy
489,Comedy
491,Drama
495,Drama
497,Comedy
497,Romance
498,Drama
498,Romance
499,Comedy
499,Romance
500,Comedy
500,Drama
503,Drama
504,Action
504,Sci-Fi
505,Comedy
510,Drama
511,Action
511,Drama
515,Drama
515,Romance
516,Comedy
516,Drama
517,Action
517,Drama
517,Mystery
518,Comedy
519,Crime
519,Sci-Fi
519,Thriller
520,Comedy
522,Action
522,Drama
523,Drama
524,Drama
527,Drama
527,War
528,Comedy
529,Drama
531,Children
531,Drama
533,Action
533,Adventure
533,Fantasy
533,Mystery
534,Drama
534,Romance
535,Drama
536,Drama
538,Drama
539,Comedy
539,Drama
539,Romance
542,Comedy
543,Comedy
543,Romance
543,Thriller
544,Action
544,Crime
549,Drama
549,Musical
550,Comedy
550,Romance
556,Documentary
559,Comedy
563,Drama
564,Comedy
566,Comedy
566,Romance
567,Comedy
567,Drama
570,Comedy
570,Drama
573,Drama
574,Comedy
574,Drama
577,Adventure
577,Children
580,Drama
581,Documentary
583,Comedy
583,Drama
585,Comedy
589,Action
589,Sci-Fi
590,Adventure
590,Drama
590,Western
592,Action
592,Crime
592,Sci-Fi
592,Thriller
593,Crime
593,Horror
593,Thriller
596,Animation
596,Children
596,Fantasy
596,Musical
597,Comedy
597,Romance
598,Comedy
598,Fantasy
599,Adventure
599,Western
600,Thriller
603,Comedy
605,Drama
605,Romance
609,Adventure
609,Children
610,Action
610,Adventure
610,Animation
610,Horror
610,Sci-Fi
616,Animation
616,Children
621,Drama
626,Comedy
628,Crime
628,Drama
628,Thriller
635,Comedy
635,Drama
637,Comedy
638,Romance
645,Drama
647,Drama
647,War
648,Action
648,Adventure
648,Mystery
648,Thriller
649,Comedy
649,Drama
650,Drama
652,Horror
652,Mystery
652,Thriller
656,Comedy
659,Crime
659,Drama
659,Thriller
660,Drama
661,Animation
661,Children
661,Fantasy
661,Musical
662,Thriller
663,Comedy
665,Comedy
665,Drama
665,War
668,Drama
670,Drama
671,Comedy
671,Sci-Fi
674,Adventure
674,Sci-Fi
681,Crime
688,Action
688,Adventure
688,Comedy
688,War
690,Drama
690,Romance
691,Comedy
691,Romance
692,Action
692,Sci-Fi
692,Thriller
694,Action
694,Crime
694,Drama
695,Mystery
695,Thriller
696,Drama
696,Thriller
697,Drama
697,Romance
703,Drama
704,Action
704,Adventure
709,Adventure
709,Animation
709,Children
709,Comedy
709,Musical
710,Comedy
712,Crime
712,Drama
712,Romance
712,Thriller
715,Drama
715,Romance
716,Crime
717,Comedy
719,Comedy
729,Drama
731,Crime
731,Thriller
733,Action
733,Adventure
733,Thriller
735,Comedy
735,Horror
741,Animation
741,Sci-Fi
743,Comedy
745,Animation
745,Children
745,Comedy
748,Action
748,Sci-Fi
748,Thriller
751,Comedy
751,Horror
753,Comedy
753,Drama
755,Children
755,Drama
756,Documentary
757,Drama
762,Comedy
762,Crime
765,Comedy
765,Drama
766,Drama
771,Comedy
771,Drama
775,Horror
775,Mystery
778,Comedy
778,Crime
778,Drama
779,Drama
779,Romance
780,Action
780,Adventure
780,Sci-Fi
780,War
782,Drama
782,Thriller
783,Animation
783,Children
783,Musical
788,Comedy
788,Fantasy
788,Romance
788,Sci-Fi
793,Drama
798,Action
798,Adventure
798,Drama
798,Thriller
801,Children
801,Comedy
802,Drama
802,Romance
803,Comedy
803,Drama
803,Romance
804,Comedy
804,Romance
805,Drama
805,Thriller
807,Comedy
807,Romance
809,Action
809,Adventure
818,Comedy
823,Drama
827,Drama
828,Adventure
828,Children
829,Comedy
829,Fantasy
829,Musical
830,Comedy
831,Drama
835,Drama
837,Children
837,Comedy
837,Fantasy
839,Action
839,Thriller
849,Action
849,Adventure
849,Sci-Fi
849,Thriller
850,Crime
850,Drama
852,Comedy
852,Drama
852,Romance
860,Comedy
861,Action
861,Comedy
861,Crime
861,Thriller
862,Drama
864,Comedy
864,Drama
867,Comedy
867,Crime
869,Crime
870,Comedy
872,Drama
875,Drama
876,Action
876,Comedy
876,Crime
876,Thriller
879,Horror
879,Thriller
880,Sci-Fi
880,Thriller
881,Children
881,Comedy
882,Drama
882,Thriller
885,Children
885,Drama
885,Fantasy
886,Action
889,Drama
889,Romance
893,Drama
896,Drama
897,Adventure
897,Drama
897,Romance
897,War
898,Comedy
898,Romance
899,Comedy
899,Musical
899,Romance
900,Musical
900,Romance
901,Comedy
901,Musical
902,Drama
902,Romance
904,Mystery
904,Thriller
908,Adventure
908,Mystery
908,Thriller
909,Comedy
909,Drama
909,Romance
910,Comedy
910,Crime
911,Comedy
911,Crime
911,Mystery
911,Romance
911,Thriller
912,Drama
912,Romance
913,Film-Noir
913,Mystery
915,Comedy
915,Romance
916,Comedy
916,Romance
917,Children
917,Drama
920,Drama
920,Romance
920,War
921,Comedy
922,Drama
922,Film-Noir
922,Romance
923,Drama
923,Mystery
926,Drama
927,Comedy
928,Drama
928,Mystery
928,Romance
928,Thriller
930,Film-Noir
930,Romance
930,Thriller
932,Romance
933,Crime
933,Mystery
933,Romance
933,Thriller
934,Comedy
935,Comedy
935,Musical
936,Comedy
936,Romance
938,Musical
943,Drama
943,Fantasy
943,Romance
944,Drama
945,Comedy
945,Musical
945,Romance
947,Comedy
950,Comedy
950,Mystery
951,Comedy
951,Romance
952,Adventure
952,Comedy
953,Drama
953,Fantasy
953,Romance
959,Drama
961,Drama
963,Musical
965,Drama
965,Mystery
965,Thriller
972,Drama
973,Comedy
973,Drama
974,Drama
974,Romance
981,Drama
986,Adventure
986,Children
988,Comedy
988,Drama
991,Drama
997,Drama
997,Thriller
999,Crime
999,Film-Noir
1001,Comedy
1002,Comedy
1003,Drama
1003,Thriller
1004,Action
1004,Thriller
1006,Drama
1013,Children
1013,Comedy
1013,Romance
1014,Children
1014,Comedy
1014,Drama
1015,Adventure
1015,Children
1015,Drama
1016,Children
1016,Comedy
1019,Adventure
1019,Children
1019,Fantasy
1019,Sci-Fi
1029,Animation
1029,Children
1029,Drama
1029,Musical
1031,Adventure
1031,Children
1031,Musical
1034,Comedy
1034,Crime
1034,Drama
1034,Thriller
1035,Musical
1035,Romance
1037,Action
1037,Horror
1037,Sci-Fi
1037,Thriller
1039,Documentary
1043,Drama
1043,Romance
1046,Drama
1046,Romance
1047,Action
1047,Drama
1047,Thriller
1049,Action
1049,Adventure
1051,Drama
1053,Crime
1053,Drama
1053,Romance
1054,Drama
1055,Thriller
1056,Drama
1057,Comedy
1057,Musical
1057,Romance
1062,Drama
1064,Animation
1064,Children
1064,Comedy
1066,Comedy
1066,Musical
1066,Romance
1068,Crime
1068,Film-Noir
1069,Film-Noir
1069,Thriller
1073,Children
1073,Comedy
1073,Fantasy
1073,Musical
1076,Drama
1076,Horror
1076,Thriller
1078,Comedy
1078,War
1080,Adventure
1080,Comedy
1081,Comedy
1081,Musical
1081,Romance
1082,Drama
1084,Crime
1084,Drama
1086,Mystery
1086,Thriller
1091,Comedy
1093,Drama
1093,Musical
1094,Drama
1094,Romance
1094,War
1103,Drama
1104,Drama
1107,Comedy
1111,Documentary
1114,Crime
1114,Drama
1116,Drama
1124,Drama
1126,Comedy
1126,Fantasy
1129,Action
1129,Adventure
1129,Sci-Fi
1129,Thriller
1130,Horror
1130,Mystery
1131,Drama
1132,Drama
1139,Drama
1140,Drama
1142,Drama
1150,Drama
1152,Crime
1152,Film-Noir
1152,Thriller
1162,Comedy
1162,Drama
1164,Drama
1167,Comedy
1168,Action
1168,Adventure
1168,Horror
1171,Comedy
1172,Comedy
1172,Drama
1172,Romance
1173,Drama
1174,Comedy
1177,Drama
1177,Romance
1178,Drama
1178,War
1179,Crime
1179,Drama
1179,Film-Noir
1180,Comedy
1183,Drama
1183,Romance
1183,War
1191,Documentary
1191,Musical
1193,Comedy
1193,Drama
1196,Action
1196,Adventure
1196,Sci-Fi
1197,Action
1197,Adventure
1197,Comedy
1197,Fantasy
1197,Romance
1199,Comedy
1199,Fantasy
1199,Romance
1199,Sci-Fi
1202,Comedy
1207,Drama
1208,Action
1208,Drama
1208,War
1209,Action
1209,Drama
1209,Western
1210,Action
1210,Adventure
1210,Sci-Fi
1211,Comedy
1211,Drama
1211,Fantasy
1211,Romance
1212,Film-Noir
1212,Mystery
1212,Thriller
1213,Crime
1213,Drama
1217,Drama
1217,War
1219,Horror
1219,Thriller
1221,Crime
1221,Drama
1224,Drama
1224,War
1227,Crime
1227,Drama
1227,Thriller
1228,Drama
1231,Drama
1232,Drama
1232,Mystery
1232,Sci-Fi
1233,Action
1233,Drama
1233,War
1235,Comedy
1235,Drama
1235,Romance
1236,Comedy
1236,Drama
1236,Romance
1238,Comedy
1240,Action
1240,Sci-Fi
1240,Thriller
1242,Action
1242,Drama
1242,War
1247,Comedy
1247,Drama
1247,Romance
1250,Adventure
1250,Drama
1250,War
1251,Drama
1251,Fantasy
1252,Crime
1252,Film-Noir
1252,Mystery
1252,Thriller
1253,Drama
1253,Sci-Fi
1253,Thriller
1254,Action
1254,Adventure
1254,Drama
1254,Western
1257,Comedy
1257,Romance
1258,Horror
1258,Thriller
1264,Action
1264,Drama
1264,Mystery
1264,Romance
1264,Thriller
1266,Drama
1266,Western
1267,Crime
1267,Thriller
1267,War
1269,Comedy
1269,Mystery
1269,Thriller
1270,Adventure
1270,Comedy
1270,Sci-Fi
1271,Drama
1275,Action
1275,Adventure
1275,Fantasy
1276,Drama
1279,Comedy
1279,Drama
1280,Drama
1281,Comedy
1281,Drama
1281,War
1282,Animation
1282,Children
1282,Fantasy
1282,Musical
1285,Comedy
1289,Documentary
1292,Comedy
1292,Drama
1293,Drama
1298,Drama
1298,Musical
1298,War
1299,Drama
1299,War
1300,Comedy
1300,Drama
1303,Adventure
1303,Drama
1305,Drama
1305,Romance
1307,Comedy
1307,Romance
1310,Documentary
1312,Drama
1313,Crime
1323,Horror
1326,Horror
1327,Horror
1328,Horror
1329,Horror
1334,Horror
1334,Sci-Fi
1336,Horror
1336,Thriller
1343,Thriller
1344,Thriller
1345,Drama
1345,Fantasy
1345,Horror
1345,Thriller
1346,Horror
1348,Horror
1350,Drama
1350,Horror
1351,Crime
1351,Drama
1351,Thriller
1352,Crime
1352,Thriller
1353,Comedy
1353,Drama
1353,Romance
1354,Drama
1354,Mystery
1356,Action
1356,Adventure
1356,Sci-Fi
1356,Thriller
1357,Drama
1357,Romance
1358,Drama
1358,Thriller
1359,Adventure
1359,Children
1359,Comedy
1366,Drama
1367,Adventure
1367,Children
1367,Comedy
1370,Action
1370,Adventure
1370,Thriller
1371,Adventure
1371,Sci-Fi
1375,Action
1375,Adventure
1375,Sci-Fi
1377,Action
1377,Crime
1377,Fantasy
1377,Mystery
1377,Romance
1377,Thriller
1378,Action
1378,Comedy
1378,Western
1380,Comedy
1380,Musical
1380,Romance
1382,Action
1382,Drama
1383,Action
1383,Sci-Fi
1385,Action
1385,Drama
1385,Thriller
1387,Action
1387,Horror
1388,Action
1388,Horror
1388,Thriller
1390,Comedy
1391,Action
1391,Comedy
1391,Sci-Fi
1393,Drama
1393,Romance
1395,Comedy
1395,Drama
1397,Drama
1401,Drama
1407,Comedy
1407,Horror
1407,Thriller
1410,Comedy
1410,Drama
1412,Drama
1413,Drama
1414,Comedy
1415,Crime
1415,Drama
1415,Romance
1417,Drama
1422,Crime
1422,Drama
1422,Mystery
1422,Thriller
1425,Comedy
1429,Action
1429,Adventure
1429,Comedy
1429,Thriller
1431,Action
1431,Comedy
1434,Action
1438,Action
1438,Thriller
1440,Comedy
1441,Comedy
1441,Romance
1447,Crime
1449,Comedy
1453,Comedy
1453,Romance
1454,Comedy
1454,Drama
1455,Comedy
1455,Romance
1456,Comedy
1457,Comedy
1457,Drama
1457,Romance
1459,Mystery
1459,Thriller
1460,Children
1460,Comedy
1460,Mystery
1461,Comedy
1464,Crime
1464,Drama
1464,Fantasy
1464,Film-Noir
1464,Mystery
1464,Romance
1465,Drama
1466,Crime
1466,Drama
1468,Comedy
1468,Romance
1475,Romance
1477,Romance
1484,Comedy
1484,Drama
1484,Mystery
1484,Romance
1485,Comedy
1490,Comedy
1493,Romance
1496,Drama
1496,Romance
1498,Drama
1498,Romance
1501,Crime
1503,Comedy
1507,Drama
1507,War
1508,Drama
1511,Comedy
1511,Romance
1514,Romance
1516,Comedy
1522,Drama
1527,Action
1527,Adventure
1527,Sci-Fi
1528,Comedy
1529,Comedy
1529,Drama
1532,Comedy
1537,Comedy
1539,Comedy
1539,Crime
1544,Action
1544,Adventure
1544,Horror
1544,Sci-Fi
1544,Thriller
1546,Comedy
1551,Adventure
1551,Children
1551,Drama
1552,Action
1552,Adventure
1552,Thriller
1556,Action
1556,Romance
1556,Thriller
1558,Comedy
1561,Comedy
1563,Drama
1564,Comedy
1564,Drama
1564,Romance
1566,Adventure
1566,Animation
1566,Children
1566,Comedy
1566,Musical
1569,Comedy
1569,Romance
1571,Comedy
1571,Romance
1572,Drama
1573,Action
1573,Crime
1573,Drama
1573,Thriller
1574,Romance
1575,Drama
1581,Comedy
1585,Comedy
1588,Children
1588,Comedy
1589,Action
1589,Crime
1589,Drama
1589,Thriller
1590,Horror
1590,Sci-Fi
1590,Thriller
1592,Children
1592,Comedy
1594,Comedy
1594,Drama
1595,Adventure
1595,Children
1595,Drama
1597,Drama
1597,Mystery
1597,Romance
1597,Thriller
1598,Crime
1598,Drama
1598,Thriller
1599,Action
1601,Crime
1601,Drama
1601,Film-Noir
1605,Adventure
1605,Romance
1606,Action
1606,Adventure
1608,Action
1608,Thriller
1610,Action
1610,Adventure
1610,Thriller
1614,Comedy
1616,Action
1616,Thriller
1616,War
1619,Drama
1619,War
1621,Drama
1622,Comedy
1622,Drama
1623,Horror
1625,Adventure
1625,Mystery
1625,Thriller
1626,Action
1626,Drama
1626,Thriller
1631,Action
1631,Thriller
1633,Drama
1635,Drama
1636,Action
1636,Thriller
1639,Comedy
1639,Drama
1639,Romance
1640,Comedy
1642,Comedy
1642,Drama
1645,Drama
1645,Horror
1645,Thriller
1646,Children
1646,Comedy
1646,Romance
1646,Sci-Fi
1648,Comedy
1648,Drama
1649,Documentary
1650,Drama
1651,Drama
1653,Drama
1653,Sci-Fi
1653,Thriller
1654,Children
1654,Drama
1654,Fantasy
1655,Drama
1655,Horror
1655,Thriller
1656,Drama
1656,Romance
1661,Crime
1661,Mystery
1661,Thriller
1663,Comedy
1663,War
1666,Romance
1668,Drama
1670,Drama
1670,War
1671,Crime
1671,Drama
1671,Thriller
1672,Drama
1673,Drama
1674,Drama
1674,Romance
1674,Thriller
1675,Crime
1675,Thriller
1676,Action
1676,Sci-Fi
1676,War
1677,Comedy
1681,Action
1681,Adventure
1681,Fantasy
1682,Drama
1682,Fantasy
1683,Drama
1683,Romance
1683,Thriller
1684,Drama
1684,Romance
1685,Drama
1685,Romance
1687,Action
1687,Thriller
1688,Animation
1688,Children
1688,Musical
1693,Drama
1696,Drama
1696,War
1699,Comedy
1699,Drama
1701,Comedy
1701,Drama
1711,Comedy
1711,Crime
1711,Drama
1711,Mystery
1713,Children
1713,Comedy
1715,Thriller
1719,Drama
1721,Drama
1721,Romance
1722,Action
1722,Romance
1722,Thriller
1723,Comedy
1723,Drama
1725,Drama
1727,Drama
1727,Romance
1729,Crime
1729,Drama
1729,Thriller
1731,Comedy
1734,Comedy
1734,Drama
1735,Drama
1735,Romance
1742,Crime
1743,Documentary
1755,Comedy
1755,Romance
1757,Drama
1757,Romance
1759,Drama
1760,Comedy
1760,Musical
1767,Drama
1767,Romance
1769,Action
1769,Crime
1769,Thriller
1770,Crime
1770,Romance
1770,Thriller
1772,Action
1772,Comedy
1772,Musical
1774,Comedy
1774,Drama
1776,Drama
1777,Comedy
1777,Romance
1779,Sci-Fi
1779,Thriller
1780,Documentary
1784,Comedy
1784,Drama
1784,Romance
1793,Comedy
1796,Action
1796,Drama
1797,Documentary
1797,IMAX
1798,Thriller
1799,Comedy
1799,Crime
1799,Drama
1799,Mystery
1799,Thriller
1801,Action
1801,Adventure
1801,Drama
1805,Crime
1805,Drama
1805,Mystery
1805,Thriller
1806,Adventure
1806,Children
1806,Comedy
1809,Crime
1809,Drama
1811,Drama
1814,Drama
1816,Comedy
1816,Drama
1819,Documentary
1819,Musical
1822,Children
1822,Comedy
1824,Comedy
1824,Thriller
1827,Comedy
1827,Documentary
1829,Drama
1829,Romance
1831,Action
1831,Adventure
1831,Sci-Fi
1833,Action
1833,Drama
1833,Thriller
1834,Crime
1834,Drama
1834,Mystery
1834,Thriller
1840,Drama
1841,Drama
1841,Thriller
1844,Drama
1844,Romance
1846,Drama
1848,Adventure
1848,Children
1848,Comedy
1848,Fantasy
1853,Comedy
1854,Comedy
1854,Romance
1858,Action
1858,Comedy
1859,Drama
1860,Drama
1862,Horror
1862,Sci-Fi
1864,Comedy
1865,Documentary
1866,Action
1866,Comedy
1866,Crime
1867,Action
1867,Adventure
1869,Action
1869,Thriller
1870,Comedy
1870,Drama
1871,Comedy
1871,Drama
1872,Drama
1873,Crime
1873,Drama
1873,Romance
1875,Comedy
1878,Comedy
1878,Romance
1879,Drama
1879,Romance
1881,Adventure
1881,Animation
1881,Children
1881,Fantasy
1882,Action
1882,Sci-Fi
1882,Thriller
1883,Comedy
1883,Drama
1883,Romance
1884,Adventure
1884,Comedy
1884,Crime
1884,Drama
1884,Fantasy
1886,Comedy
1887,Adventure
1887,Comedy
1888,Comedy
1888,Drama
1888,Romance
1889,Crime
1889,Mystery
1889,Thriller
1890,Drama
1891,Horror
1891,Thriller
1892,Thriller
1895,Comedy
1895,Drama
1895,Romance
1897,Drama
1897,Romance
1902,Drama
1902,Romance
1904,Comedy
1904,Drama
1906,Comedy
1906,Romance
1910,Action
1910,Comedy
1910,Crime
1911,Comedy
1912,Comedy
1912,Crime
1912,Drama
1912,Romance
1912,Thriller
1913,Drama
1913,Mystery
1914,Comedy
1914,Drama
1915,Drama
1917,Action
1917,Romance
1917,Sci-Fi
1917,Thriller
1918,Action
1918,Comedy
1918,Crime
1918,Thriller
1919,Children
1919,Comedy
1920,Animation
1920,Children
1920,Fantasy
1920,War
1922,Drama
1925,Action
1925,Drama
1925,Romance
1925,War
1929,Drama
1936,Drama
1936,War
1940,Drama
1941,Drama
1944,Drama
1944,Romance
1944,War
1945,Crime
1945,Drama
1947,Drama
1947,Musical
1947,Romance
1949,Drama
1950,Drama
1950,Mystery
1951,Drama
1951,Musical
1953,Action
1953,Crime
1953,Drama
1953,Thriller
1955,Drama
1958,Comedy
1958,Drama
1960,Drama
1961,Drama
1962,Drama
1963,Comedy
1963,Crime
1966,Comedy
1967,Adventure
1967,Children
1967,Fantasy
1969,Horror
1969,Thriller
1970,Comedy
1970,Fantasy
1970,Horror
1970,Thriller
1973,Horror
1974,Horror
1977,Horror
1979,Horror
1980,Horror
1981,Horror
1984,Horror
1985,Horror
1986,Horror
1990,Horror
1991,Horror
1991,Thriller
1992,Horror
1992,Thriller
1994,Drama
1994,Fantasy
1994,Horror
1994,Thriller
1998,Horror
1999,Horror
2000,Action
2000,Comedy
2000,Crime
2000,Drama
2003,Comedy
2003,Horror
2004,Comedy
2004,Horror
2005,Adventure
2005,Children
2005,Comedy
2005,Fantasy
2006,Action
2006,Adventure
2006,Romance
2007,Comedy
2011,Action
2011,Adventure
2011,Comedy
2011,Sci-Fi
2012,Comedy
2012,Sci-Fi
2012,Western
2015,Children
2015,Comedy
2015,Fantasy
2018,Animation
2018,Children
2018,Drama
2020,Drama
2020,Romance
2023,Action
2023,Crime
2023,Drama
2025,Drama
2025,Romance
2026,Horror
2026,Thriller
2028,Action
2028,Drama
2028,War
2029,Comedy
2029,Romance
2030,Drama
2035,Children
2035,Comedy
2039,Adventure
2039,Children
2040,Children
2040,Comedy
2041,Action
2041,Adventure
2041,Children
2041,Comedy
2042,Children
2042,Comedy
2043,Adventure
2043,Children
2043,Fantasy
2044,Comedy
2044,Fantasy
2045,Adventure
2045,Children
2045,Drama
2045,Romance
2046,Adventure
2046,Children
2046,Sci-Fi
2048,Animation
2048,Children
2051,Adventure
2051,Children
2051,Comedy
2052,Children
2052,Comedy
2053,Children
2053,Comedy
2053,Sci-Fi
2054,Adventure
2054,Children
2054,Comedy
2054,Fantasy
2054,Sci-Fi
2062,Drama
2062,Romance
2063,Drama
2063,Romance
2064,Comedy
2064,Documentary
2066,Film-Noir
2067,Drama
2067,Romance
2067,War
2071,Drama
2072,Comedy
2076,Drama
2076,Mystery
2076,Thriller
2078,Animation
2078,Children
2078,Comedy
2078,Musical
2080,Animation
2080,Children
2080,Comedy
2080,Musical
2080,Romance
2083,Children
2083,Fantasy
2083,Musical
2084,Children
2084,Musical
2085,Animation
2085,Children
2085,Comedy
2086,Drama
2086,Fantasy
2087,Animation
2087,Children
2087,Fantasy
2087,Musical
2088,Adventure
2088,Comedy
2088,Musical
2089,Animation
2089,Children
2090,Adventure
2090,Animation
2090,Children
2090,Crime
2090,Drama
2090,Fantasy
2091,Children
2091,Sci-Fi
2092,Adventure
2092,Animation
2092,Children
2092,Comedy
2092,Fantasy
2092,Musical
2093,Adventure
2093,Children
2093,Fantasy
2094,Action
2094,Adventure
2094,Sci-Fi
2095,Children
2095,Comedy
2096,Animation
2096,Children
2096,Musical
2100,Comedy
2100,Fantasy
2100,Romance
2101,Adventure
2101,Drama
2103,Adventure
2103,Children
2103,Fantasy
2103,Western
2105,Action
2105,Adventure
2105,Animation
2105,Sci-Fi
2105,Thriller
2107,Horror
2107,Thriller
2109,Comedy
2110,Comedy
2110,Crime
2110,Thriller
2111,Comedy
2113,Horror
2113,Thriller
2116,Adventure
2116,Animation
2116,Children
2116,Fantasy
2117,Drama
2117,Sci-Fi
2119,Horror
2120,Drama
2120,Horror
2121,Horror
2121,Thriller
2122,Horror
2122,Thriller
2124,Comedy
